customer_id,joining_date,credit_score,annual_income,employment_status,residential_status,age,state
CUST00380,2020-12-26,494,802679,Unemployed,Owned,35,Delhi
CUST00381,2021-05-25,567,1959698,Self-Employed,Owned,25,Karnataka
CUST00382,2023-03-14,821,1015451,Employed,Owned,57,Gujarat
CUST00383,2020-09-01,464,1011813,Employed,Owned,60,Telangana
CUST00384,2021-12-18,834,252578,Employed,Rented,59,Uttar Pradesh
CUST00385,2021-11-10,793,941486,Employed,Rented,20,Kerala
CUST00386,2022-01-02,732,1006198,Employed,Owned,67,Karnataka
CUST00387,2020-02-14,477,1116835,Self-Employed,Rented,41,Karnataka
CUST00388,2023-01-21,674,445860,Self-Employed,Owned,35,Kerala
CUST00389,2023-03-12,473,1476627,Unemployed,Owned,53,Karnataka
CUST00390,2022-12-10,420,310455,Unemployed,Owned,33,Kerala
CUST00391,2021-05-18,438,295577,Employed,Owned,30,Tamil Nadu
CUST00392,2020-02-11,713,1614118,Self-Employed,Owned,46,Tamil Nadu
CUST00393,2021-08-29,779,1042636,Unemployed,Rented,21,Telangana
CUST00394,2021-12-20,762,851795,Employed,Rented,43,Kerala
CUST00395,2021-01-31,359,1477534,Self-Employed,Owned,25,Delhi
CUST00396,2021-10-19,846,1977624,Unemployed,Owned,25,Delhi
CUST00397,2022-10-16,315,303006,Employed,Owned,58,Delhi
CUST00398,2021-11-09,833,1688890,Self-Employed,Rented,66,Gujarat
CUST00399,2022-04-02,700,1872258,Unemployed,Owned,32,Rajasthan
CUST00400,2021-09-18,458,1146449,Self-Employed,Owned,32,Telangana
CUST00401,2022-01-05,807,1394686,Self-Employed,Rented,48,Kerala
CUST00402,2023-06-15,647,843107,Self-Employed,Owned,57,Kerala
CUST00403,2022-10-23,753,1282105,Self-Employed,Rented,50,Uttar Pradesh
CUST00404,2022-12-06,368,715098,Employed,Rented,32,Karnataka
CUST00405,2021-11-30,582,793904,Employed,Rented,35,Karnataka
CUST00406,2020-01-31,523,1919732,Employed,Rented,52,Rajasthan
CUST00407,2020-11-18,407,1395153,Unemployed,Owned,25,Delhi
CUST00408,2020-04-21,483,290551,Self-Employed,Rented,57,Delhi
CUST00409,2023-05-04,598,1534492,Employed,Owned,59,West Bengal
CUST00410,2020-04-08,480,280627,Unemployed,Rented,59,West Bengal
CUST00411,2022-12-19,395,1084752,Unemployed,Rented,36,Gujarat
CUST00412,2023-12-23,552,669275,Self-Employed,Rented,21,Kerala
CUST00413,2020-11-19,811,1789748,Employed,Rented,29,Gujarat
CUST00414,2023-10-22,546,1377645,Employed,Rented,29,Uttar Pradesh
CUST00415,2020-07-12,708,628818,Employed,Owned,47,Gujarat
CUST00416,2020-06-21,498,1871345,Self-Employed,Rented,26,Uttar Pradesh
CUST00417,2023-11-18,672,1845096,Unemployed,Owned,39,Kerala
CUST00418,2023-12-08,589,1062325,Unemployed,Rented,43,Telangana
CUST00419,2023-03-08,597,278371,Self-Employed,Owned,20,Karnataka
CUST00420,2021-08-12,578,865742,Self-Employed,Rented,20,Gujarat
CUST00421,2020-11-16,793,1172946,Unemployed,Owned,27,Kerala
CUST00422,2021-11-05,483,1210328,Employed,Rented,47,Telangana
CUST00423,2021-11-22,351,1049957,Employed,Owned,41,Uttar Pradesh
CUST00424,2021-03-14,605,235642,Self-Employed,Owned,47,Gujarat
CUST00425,2023-03-21,780,1770868,Self-Employed,Rented,61,Karnataka
CUST00426,2020-02-28,382,585174,Unemployed,Rented,70,Delhi
CUST00427,2022-11-02,714,1603810,Unemployed,Owned,19,Kerala
CUST00428,2023-02-02,642,615648,Self-Employed,Rented,36,Maharashtra
CUST00429,2022-02-26,674,1428585,Unemployed,Owned,68,West Bengal
CUST00430,2022-12-05,644,1914142,Unemployed,Rented,68,Uttar Pradesh
CUST00431,2023-08-25,528,1461088,Employed,Owned,27,Telangana
CUST00432,2022-08-08,660,1291114,Employed,Rented,52,Kerala
CUST00433,2023-09-02,738,726779,Unemployed,Rented,29,Telangana
CUST00434,2020-11-21,819,299455,Self-Employed,Rented,33,West Bengal
CUST00435,2023-06-28,811,788241,Unemployed,Owned,40,Kerala
CUST00436,2020-09-25,576,1464831,Unemployed,Owned,61,Delhi
CUST00437,2023-12-27,806,947645,Employed,Owned,62,Gujarat
CUST00438,2022-10-15,455,1054809,Unemployed,Owned,60,West Bengal
CUST00439,2020-10-19,754,1373628,Unemployed,Rented,64,Rajasthan
CUST00440,2022-11-22,464,1391616,Employed,Rented,63,Maharashtra
CUST00441,2021-04-28,719,702122,Self-Employed,Owned,34,Maharashtra
CUST00442,2021-03-16,669,1204518,Self-Employed,Owned,36,Tamil Nadu
CUST00443,2021-03-15,601,1814422,Self-Employed,Owned,63,Rajasthan
CUST00444,2020-07-26,731,1042329,Employed,Rented,69,Delhi
CUST00445,2022-09-17,653,1966328,Employed,Owned,36,West Bengal
CUST00446,2023-10-22,571,416217,Self-Employed,Owned,40,Rajasthan
CUST00447,2022-03-29,811,1033513,Self-Employed,Owned,51,Kerala
CUST00448,2023-08-15,363,322934,Employed,Rented,37,Karnataka
CUST00449,2022-08-10,608,824119,Employed,Owned,24,Karnataka
CUST00450,2021-05-12,347,1359059,Self-Employed,Rented,57,Gujarat
CUST00451,2021-09-17,635,1968438,Self-Employed,Rented,37,Uttar Pradesh
CUST00452,2023-03-06,405,1539707,Self-Employed,Owned,70,Kerala
CUST00453,2022-05-02,693,995730,Unemployed,Owned,57,Tamil Nadu
CUST00454,2020-08-19,798,1225836,Unemployed,Owned,28,Tamil Nadu
CUST00455,2022-05-04,804,231489,Self-Employed,Rented,61,Karnataka
CUST00456,2023-08-30,535,480112,Self-Employed,Owned,59,Uttar Pradesh
CUST00457,2022-04-15,740,1262305,Employed,Owned,27,Kerala
CUST00458,2021-09-11,522,755175,Employed,Owned,46,Delhi
CUST00459,2021-06-08,494,1447303,Unemployed,Rented,22,Rajasthan
CUST00460,2021-11-21,392,693842,Employed,Rented,21,Rajasthan
CUST00461,2021-10-23,690,1505284,Employed,Owned,34,West Bengal
CUST00462,2023-02-13,472,1857923,Employed,Owned,59,West Bengal
CUST00463,2020-07-04,665,651487,Self-Employed,Rented,22,Telangana
CUST00464,2023-09-14,316,404956,Unemployed,Rented,63,Karnataka
CUST00465,2021-08-12,314,658533,Self-Employed,Owned,68,Gujarat
CUST00466,2023-08-25,334,1368914,Employed,Owned,49,Delhi
CUST00467,2023-03-13,602,750936,Unemployed,Rented,52,Tamil Nadu
CUST00468,2021-07-16,557,980643,Employed,Rented,39,Telangana
CUST00469,2020-12-08,495,665867,Employed,Rented,28,Tamil Nadu
CUST00470,2020-11-10,359,436538,Self-Employed,Owned,32,Karnataka
CUST00471,2022-08-02,639,1654617,Unemployed,Owned,38,Telangana
CUST00472,2021-04-23,318,1381949,Self-Employed,Owned,58,Maharashtra
CUST00473,2020-02-10,444,1657912,Employed,Owned,63,Gujarat
CUST00474,2020-01-12,366,424382,Unemployed,Owned,61,Kerala
CUST00475,2021-05-20,363,1238513,Unemployed,Owned,30,Delhi
CUST00476,2020-09-17,639,1081912,Self-Employed,Owned,29,Karnataka
CUST00477,2021-05-28,426,1160026,Unemployed,Rented,33,Uttar Pradesh
CUST00478,2020-08-22,636,411407,Unemployed,Rented,22,Kerala
CUST00479,2020-02-03,600,1800120,Self-Employed,Owned,63,Maharashtra
CUST00480,2021-08-09,833,407692,Employed,Owned,69,Tamil Nadu
CUST00481,2023-11-11,769,496157,Employed,Owned,40,Karnataka
CUST00482,2021-09-02,519,1726232,Unemployed,Owned,68,Delhi
CUST00483,2020-06-07,776,1784229,Employed,Rented,21,Karnataka
CUST00484,2022-06-24,458,418805,Employed,Owned,53,West Bengal
CUST00485,2022-05-28,687,539519,Unemployed,Owned,19,West Bengal
CUST00486,2023-07-11,302,767306,Unemployed,Owned,28,Maharashtra
CUST00487,2020-05-27,459,1825040,Self-Employed,Owned,24,Telangana
CUST00488,2021-08-25,646,683399,Self-Employed,Rented,25,Tamil Nadu
CUST00489,2023-10-11,337,1304641,Employed,Owned,53,Tamil Nadu
CUST00490,2020-11-21,703,1533211,Employed,Owned,19,Rajasthan
CUST00491,2020-04-16,541,1084217,Self-Employed,Rented,32,Karnataka
CUST00492,2021-12-16,473,916370,Employed,Owned,66,Gujarat
CUST00493,2022-10-08,319,1564477,Employed,Owned,46,Maharashtra
CUST00494,2023-06-12,795,698226,Employed,Owned,65,Karnataka
CUST00495,2023-02-18,522,299949,Unemployed,Rented,41,Kerala
CUST00496,2023-02-24,626,636152,Employed,Rented,48,Uttar Pradesh
CUST00497,2022-12-31,422,1158349,Self-Employed,Owned,44,Rajasthan
CUST00498,2020-07-11,547,1417636,Self-Employed,Owned,30,Delhi
CUST00499,2020-04-30,745,1735538,Employed,Owned,51,Uttar Pradesh
CUST00500,2021-07-14,761,718497,Employed,Rented,45,Maharashtra
CUST00501,2023-03-04,560,1172077,Employed,Owned,49,Uttar Pradesh
CUST00502,2022-03-14,802,1029540,Unemployed,Rented,45,Telangana
CUST00503,2020-12-28,538,1438891,Employed,Rented,49,Kerala
CUST00504,2023-08-29,696,229759,Employed,Owned,48,Rajasthan
CUST00505,2020-06-29,404,1714707,Unemployed,Owned,54,Telangana
CUST00506,2020-05-17,325,231066,Employed,Owned,20,West Bengal
CUST00507,2022-09-06,460,458178,Self-Employed,Rented,20,Tamil Nadu
CUST00508,2022-03-11,826,520701,Self-Employed,Owned,41,Rajasthan
CUST00509,2022-12-09,329,1731243,Unemployed,Rented,45,Telangana
CUST00510,2021-03-22,416,859801,Employed,Owned,23,Gujarat
CUST00511,2021-01-16,697,1793788,Self-Employed,Owned,42,Telangana
CUST00512,2020-09-28,768,1092118,Self-Employed,Owned,56,Uttar Pradesh
CUST00513,2023-06-19,486,792706,Self-Employed,Owned,22,Tamil Nadu
CUST00514,2022-01-06,703,1093397,Employed,Rented,19,West Bengal
CUST00515,2021-03-09,564,1607894,Employed,Rented,51,Rajasthan
CUST00516,2021-02-05,486,748398,Self-Employed,Rented,57,West Bengal
CUST00517,2020-06-29,401,531982,Employed,Rented,26,Kerala
CUST00518,2023-10-12,517,1366721,Unemployed,Owned,36,Maharashtra
CUST00519,2023-04-01,383,1912723,Self-Employed,Owned,56,Karnataka
CUST00520,2023-12-16,701,528287,Unemployed,Owned,19,Karnataka
CUST00521,2023-08-21,634,1432920,Self-Employed,Rented,67,Uttar Pradesh
CUST00522,2020-09-15,321,1162557,Unemployed,Owned,57,Karnataka
CUST00523,2022-07-18,312,1451945,Employed,Rented,58,Uttar Pradesh
CUST00524,2022-05-17,583,1633985,Employed,Rented,56,Delhi
CUST00525,2021-09-26,841,1604196,Self-Employed,Rented,42,Telangana
CUST00526,2022-03-25,831,1041314,Employed,Rented,58,Rajasthan
CUST00527,2023-09-20,808,1746989,Self-Employed,Rented,69,Telangana
CUST00528,2023-06-04,762,462788,Employed,Owned,60,Gujarat
CUST00529,2023-07-13,581,804787,Self-Employed,Owned,38,Kerala
CUST00530,2021-10-01,757,1712911,Employed,Owned,64,Rajasthan
CUST00531,2022-05-05,581,1234174,Self-Employed,Owned,35,Uttar Pradesh
CUST00532,2023-10-13,830,862717,Employed,Owned,52,Tamil Nadu
CUST00533,2023-12-23,611,1353957,Self-Employed,Rented,42,Maharashtra
CUST00534,2022-10-11,644,1942586,Employed,Owned,38,Uttar Pradesh
CUST00535,2022-11-12,307,1514840,Employed,Owned,61,Tamil Nadu
CUST00536,2022-10-12,522,1860280,Unemployed,Rented,33,West Bengal
CUST00537,2023-11-28,702,339910,Employed,Rented,46,Uttar Pradesh
CUST00538,2020-05-15,421,1220813,Unemployed,Owned,22,Maharashtra
CUST00539,2022-07-27,779,346630,Unemployed,Owned,47,Rajasthan
CUST00540,2021-04-11,735,1720451,Self-Employed,Rented,31,Kerala
CUST00541,2020-09-11,808,587920,Unemployed,Rented,60,Karnataka
CUST00542,2020-06-25,673,1739448,Unemployed,Rented,34,Gujarat
CUST00543,2022-07-07,542,456746,Self-Employed,Owned,42,Delhi
CUST00544,2023-08-14,655,673142,Self-Employed,Owned,18,Telangana
CUST00545,2023-03-27,429,440627,Self-Employed,Owned,18,Telangana
CUST00546,2020-08-11,661,956935,Unemployed,Rented,48,Delhi
CUST00547,2020-02-25,314,1983087,Unemployed,Owned,41,Kerala
CUST00548,2022-06-24,783,509487,Unemployed,Owned,66,Kerala
CUST00549,2020-05-11,417,1987520,Employed,Rented,41,Telangana
CUST00550,2023-05-12,463,334078,Employed,Owned,61,Gujarat
CUST00551,2022-03-12,478,555405,Self-Employed,Rented,44,Gujarat
CUST00552,2020-05-18,793,1027652,Unemployed,Owned,63,Rajasthan
CUST00553,2020-02-22,495,1860600,Unemployed,Owned,27,Tamil Nadu
CUST00554,2020-03-01,542,747775,Self-Employed,Rented,18,Delhi
CUST00555,2022-11-30,784,477987,Unemployed,Owned,20,West Bengal
CUST00556,2022-03-15,798,1789726,Self-Employed,Owned,43,Telangana
CUST00557,2022-11-14,468,856589,Employed,Owned,36,West Bengal
CUST00558,2023-11-30,755,733320,Employed,Owned,27,Delhi
CUST00559,2022-10-29,548,217101,Employed,Owned,55,Delhi
CUST00560,2022-10-28,610,1188293,Employed,Owned,34,Gujarat
CUST00561,2020-09-21,327,1132445,Employed,Rented,65,Maharashtra
CUST00562,2021-10-04,556,388847,Unemployed,Rented,27,Rajasthan
CUST00563,2020-06-05,370,1716610,Employed,Rented,46,Maharashtra
CUST00564,2020-04-11,835,337887,Employed,Rented,34,Tamil Nadu
CUST00565,2020-08-11,689,645470,Self-Employed,Rented,61,Maharashtra
CUST00566,2021-01-10,613,1651433,Self-Employed,Rented,24,Kerala
CUST00567,2022-04-08,345,1940054,Self-Employed,Rented,65,Karnataka
CUST00568,2020-09-06,794,1049973,Self-Employed,Rented,32,Uttar Pradesh
CUST00569,2020-03-04,507,1261835,Self-Employed,Owned,31,Maharashtra
CUST00570,2022-01-02,549,1032289,Employed,Owned,35,Gujarat
CUST00571,2021-03-03,620,1479093,Unemployed,Owned,50,Tamil Nadu
CUST00572,2021-05-18,528,314179,Unemployed,Owned,62,Telangana
CUST00573,2022-07-05,361,630094,Self-Employed,Owned,51,Rajasthan
CUST00574,2022-06-25,850,212465,Self-Employed,Rented,53,Rajasthan
CUST00575,2021-06-11,341,707823,Employed,Owned,42,Telangana
CUST00576,2021-02-27,814,1832309,Employed,Rented,48,Tamil Nadu
CUST00577,2021-12-17,370,335499,Employed,Rented,57,Telangana
CUST00578,2021-06-02,705,1289894,Unemployed,Rented,24,Uttar Pradesh
CUST00579,2021-02-24,596,1481033,Unemployed,Owned,25,West Bengal
CUST00580,2023-06-23,367,819101,Employed,Rented,29,Gujarat
CUST00581,2022-02-28,632,1319075,Employed,Owned,51,Uttar Pradesh
CUST00582,2020-01-26,825,548609,Employed,Owned,57,Gujarat
CUST00583,2020-08-14,326,223244,Unemployed,Rented,44,Gujarat
CUST00584,2021-11-22,547,1780887,Employed,Owned,55,Gujarat
CUST00585,2021-10-28,672,1316113,Employed,Rented,28,Rajasthan
CUST00586,2020-06-19,404,1785780,Self-Employed,Owned,35,Gujarat
CUST00587,2022-02-07,619,1063062,Employed,Owned,23,Tamil Nadu
CUST00588,2020-06-30,607,1290420,Employed,Owned,52,Tamil Nadu
CUST00589,2022-08-02,510,1322577,Self-Employed,Owned,61,Rajasthan
CUST00590,2021-10-22,708,1483335,Employed,Owned,47,Delhi
CUST00591,2022-07-05,652,331440,Self-Employed,Rented,25,Delhi
CUST00592,2023-09-29,383,1245925,Self-Employed,Rented,52,Karnataka
CUST00593,2021-09-03,436,668285,Unemployed,Owned,50,Gujarat
CUST00594,2021-09-18,725,1382892,Self-Employed,Rented,26,Tamil Nadu
CUST00595,2023-09-08,805,963301,Unemployed,Rented,21,Maharashtra
CUST00596,2023-03-15,674,1933434,Self-Employed,Owned,32,Kerala
CUST00597,2021-03-22,816,977251,Self-Employed,Owned,18,Telangana
CUST00598,2020-10-03,671,640082,Self-Employed,Owned,55,Maharashtra
CUST00599,2020-04-20,616,1360811,Unemployed,Rented,70,Delhi
CUST00600,2023-09-13,504,741834,Employed,Owned,26,Tamil Nadu
CUST00601,2023-06-06,473,1814685,Unemployed,Owned,28,Telangana
CUST00602,2021-06-23,724,1100721,Self-Employed,Owned,45,West Bengal
CUST00603,2023-12-29,790,656508,Unemployed,Owned,59,Maharashtra
CUST00604,2021-08-28,467,1381061,Self-Employed,Owned,67,West Bengal
CUST00605,2021-11-21,601,1261160,Employed,Owned,33,Kerala
CUST00606,2020-03-28,627,866510,Employed,Rented,62,Maharashtra
CUST00607,2023-07-25,531,569834,Self-Employed,Owned,37,Kerala
CUST00608,2021-02-17,518,1448945,Unemployed,Rented,25,Karnataka
CUST00609,2023-05-31,448,1189942,Self-Employed,Rented,23,Uttar Pradesh
CUST00610,2023-12-13,482,204057,Unemployed,Owned,59,Kerala
CUST00611,2022-07-20,558,1954608,Unemployed,Rented,49,Telangana
CUST00612,2021-09-26,319,1426132,Employed,Owned,49,Gujarat
CUST00613,2023-02-23,590,1056806,Self-Employed,Owned,43,Kerala
CUST00614,2022-03-20,598,1846101,Unemployed,Owned,36,Karnataka
CUST00615,2020-03-13,365,1653058,Unemployed,Owned,69,Tamil Nadu
CUST00616,2020-07-07,428,1148484,Self-Employed,Owned,20,Tamil Nadu
CUST00617,2022-04-15,542,1389122,Self-Employed,Rented,42,Gujarat
CUST00618,2021-10-25,569,203446,Self-Employed,Rented,42,Maharashtra
CUST00619,2020-04-03,565,1269425,Employed,Owned,62,Gujarat
CUST00620,2022-07-24,796,626336,Self-Employed,Rented,60,Karnataka
CUST00621,2021-02-06,713,458306,Employed,Owned,65,Rajasthan
CUST00622,2023-06-05,571,298559,Unemployed,Rented,50,Kerala
CUST00623,2023-10-28,677,1775199,Self-Employed,Owned,37,Tamil Nadu
CUST00624,2022-11-14,671,690029,Self-Employed,Rented,56,Uttar Pradesh
CUST00625,2022-09-11,330,1622013,Unemployed,Rented,43,Telangana
CUST00626,2020-01-13,561,593032,Self-Employed,Rented,30,Maharashtra
CUST00627,2023-11-24,379,1476144,Self-Employed,Rented,60,West Bengal
CUST00628,2022-12-08,416,585035,Self-Employed,Owned,22,Gujarat
CUST00629,2020-01-04,581,1175504,Self-Employed,Owned,57,Rajasthan
CUST00630,2022-06-28,704,369213,Self-Employed,Owned,54,Rajasthan
CUST00631,2023-09-01,593,918645,Unemployed,Owned,44,Delhi
CUST00632,2023-07-11,338,1986324,Self-Employed,Owned,44,Rajasthan
CUST00633,2020-12-15,412,1953532,Employed,Rented,66,Uttar Pradesh
CUST00634,2022-11-10,388,1855237,Employed,Rented,65,Kerala
CUST00635,2023-02-17,324,1366711,Unemployed,Owned,32,Telangana
CUST00636,2021-11-11,699,498660,Unemployed,Rented,36,West Bengal
CUST00637,2022-05-08,551,1939097,Self-Employed,Owned,25,Maharashtra
CUST00638,2022-12-15,461,644574,Employed,Owned,44,Gujarat
CUST00639,2023-08-18,841,949335,Employed,Rented,65,Delhi
CUST00640,2023-04-21,308,470795,Unemployed,Rented,59,Uttar Pradesh
CUST00641,2023-04-10,397,538899,Employed,Rented,27,Uttar Pradesh
CUST00642,2020-10-15,808,1915331,Self-Employed,Rented,65,Uttar Pradesh
CUST00643,2021-06-13,633,1204113,Employed,Owned,31,Karnataka
CUST00644,2020-08-22,542,1937991,Employed,Owned,39,Karnataka
CUST00645,2022-09-15,753,535040,Self-Employed,Rented,33,Gujarat
CUST00646,2022-02-21,309,888427,Unemployed,Owned,56,Kerala
CUST00647,2021-04-11,748,1254394,Self-Employed,Owned,22,Gujarat
CUST00648,2021-12-24,710,1355727,Self-Employed,Owned,39,Rajasthan
CUST00649,2022-07-15,809,1125232,Self-Employed,Owned,52,Karnataka
CUST00650,2023-04-21,403,1787897,Employed,Owned,20,Kerala
CUST00651,2022-09-21,442,1775101,Unemployed,Owned,56,Tamil Nadu
CUST00652,2022-12-28,642,474809,Employed,Rented,62,West Bengal
CUST00653,2021-03-18,741,1294449,Employed,Rented,20,West Bengal
CUST00654,2020-12-19,492,1030697,Employed,Owned,63,Maharashtra
CUST00655,2021-07-13,824,1969983,Employed,Owned,45,Telangana
CUST00656,2023-06-18,324,537620,Self-Employed,Owned,34,Gujarat
CUST00657,2021-08-23,391,1960153,Employed,Owned,37,Delhi
CUST00658,2020-11-26,461,1304039,Unemployed,Rented,41,Maharashtra
CUST00659,2023-09-08,391,1821189,Employed,Rented,54,Karnataka
CUST00660,2022-01-18,500,1239397,Self-Employed,Rented,68,Gujarat
CUST00661,2023-12-08,683,1326649,Employed,Owned,70,Delhi
CUST00662,2023-03-27,531,1003655,Unemployed,Rented,20,Uttar Pradesh
CUST00663,2021-02-01,567,256946,Employed,Owned,49,Kerala
CUST00664,2021-12-15,538,460788,Unemployed,Owned,50,West Bengal
CUST00665,2021-09-30,799,1886986,Self-Employed,Rented,45,Tamil Nadu
CUST00666,2023-02-21,515,1173496,Unemployed,Owned,41,West Bengal
CUST00667,2023-10-03,425,394855,Self-Employed,Rented,23,Rajasthan
CUST00668,2021-01-29,827,1081570,Employed,Rented,32,Tamil Nadu
CUST00669,2020-05-21,459,1865130,Unemployed,Owned,24,West Bengal
CUST00670,2021-01-24,698,970406,Self-Employed,Owned,67,Gujarat
CUST00671,2022-12-15,827,1824081,Self-Employed,Rented,65,Uttar Pradesh
CUST00672,2021-11-21,376,1347805,Self-Employed,Owned,47,West Bengal
CUST00673,2023-06-15,329,596415,Unemployed,Owned,55,Uttar Pradesh
CUST00674,2020-02-17,516,1723936,Unemployed,Rented,44,Delhi
CUST00675,2023-04-15,792,1747728,Self-Employed,Owned,45,West Bengal
CUST00676,2023-07-30,784,529833,Self-Employed,Owned,45,Uttar Pradesh
CUST00677,2022-11-05,459,1644952,Employed,Owned,47,Gujarat
CUST00678,2021-02-26,801,201556,Unemployed,Owned,25,Gujarat
CUST00679,2021-08-16,748,1255564,Unemployed,Owned,34,West Bengal
CUST00680,2021-08-13,683,524417,Unemployed,Owned,44,Kerala
CUST00681,2023-12-02,504,1785756,Employed,Rented,38,West Bengal
CUST00682,2021-05-15,817,1362384,Self-Employed,Rented,57,Gujarat
CUST00683,2022-11-07,326,1015765,Employed,Rented,54,Tamil Nadu
CUST00684,2022-09-14,363,1703984,Employed,Rented,41,Maharashtra
CUST00685,2021-03-20,366,1667836,Self-Employed,Owned,36,Kerala
CUST00686,2023-01-13,838,1151496,Unemployed,Owned,47,Telangana
CUST00687,2020-03-12,432,1930266,Unemployed,Rented,48,Tamil Nadu
CUST00688,2021-12-29,415,1549329,Self-Employed,Rented,65,Tamil Nadu
CUST00689,2020-05-17,538,1318958,Self-Employed,Rented,42,Uttar Pradesh
CUST00690,2020-11-06,364,246751,Self-Employed,Rented,24,Maharashtra
CUST00691,2020-11-04,409,1123586,Unemployed,Owned,69,West Bengal
CUST00692,2020-02-28,596,632328,Unemployed,Rented,22,Rajasthan
CUST00693,2022-12-16,533,845040,Employed,Owned,33,Delhi
CUST00694,2020-01-04,414,1131052,Self-Employed,Rented,39,Rajasthan
CUST00695,2021-06-01,616,891822,Self-Employed,Rented,41,Tamil Nadu
CUST00696,2021-08-28,320,1070541,Unemployed,Owned,55,Rajasthan
CUST00697,2023-09-15,773,620511,Employed,Owned,43,Delhi
CUST00698,2022-10-11,666,776420,Employed,Owned,22,Telangana
CUST00699,2020-07-19,501,574874,Self-Employed,Rented,52,West Bengal
CUST00700,2021-10-02,817,1825453,Self-Employed,Rented,57,Telangana
CUST00701,2020-09-15,469,937818,Employed,Rented,42,Delhi
CUST00702,2022-12-23,684,1791258,Self-Employed,Owned,49,Gujarat
CUST00703,2023-11-22,552,1125627,Unemployed,Owned,56,Rajasthan
CUST00704,2023-07-28,457,465282,Employed,Owned,66,Kerala
CUST00705,2020-11-28,314,970494,Unemployed,Owned,59,Gujarat
CUST00706,2021-11-04,457,941347,Unemployed,Owned,69,Telangana
CUST00707,2022-04-12,660,1393647,Unemployed,Rented,31,Rajasthan
CUST00708,2020-02-02,550,1871153,Unemployed,Rented,41,Gujarat
CUST00709,2021-10-21,408,588420,Unemployed,Rented,48,Maharashtra
