loan_id,customer_id,disbursement_date,loan_amount,interest_rate,tenure_months,loan_type,emi_amount,current_status
LN00319,CUST09706,2021-07-31,402758,18.22,12,Education Loan,36967,DELINQUENT
LN00320,CUST00080,2020-03-14,60117,15.14,24,Personal Loan,2918,CLOSED
LN00321,CUST01331,2024-01-20,1266010,14.62,36,Personal Loan,43651,ACTIVE
LN00322,CUST02888,2024-06-10,451613,11.63,24,Business Loan,21181,ACTIVE
LN00323,CUST05398,2023-11-28,269237,13.83,180,Home Loan,3554,ACTIVE
LN00324,CUST04455,2021-10-05,1091340,13.87,240,Business Loan,13468,ACTIVE
LN00325,CUST00021,2022-06-19,260077,8.98,240,Education Loan,2336,ACTIVE
LN00326,CUST06597,2024-11-03,1292787,8.95,48,Personal Loan,32140,ACTIVE
LN00327,CUST06079,2021-04-17,2569763,12.34,60,Business Loan,57605,DELINQUENT
LN00328,CUST05756,2023-01-19,725119,9.36,24,Personal Loan,33246,ACTIVE
LN00329,CUST09247,2023-07-20,86639,11.55,240,Business Loan,926,CLOSED
LN00330,CUST09664,2020-04-18,257519,10.4,24,Business Loan,11930,ACTIVE
LN00331,CUST02419,2020-09-17,349113,18.22,48,Education Loan,10295,DELINQUENT
LN00332,CUST07557,2020-06-07,554177,16.01,60,Education Loan,13479,ACTIVE
LN00333,CUST00519,2021-09-05,930906,10.88,120,Business Loan,12760,ACTIVE
LN00334,CUST06809,2023-02-08,2020479,17.05,24,Education Loan,99945,ACTIVE
LN00335,CUST03846,2024-04-16,671832,12.11,12,Business Loan,59726,CLOSED
LN00336,CUST07685,2023-06-05,294189,17.01,60,Home Loan,7312,ACTIVE
LN00337,CUST07908,2021-01-26,219870,10.47,240,Home Loan,2190,CLOSED
LN00338,CUST07726,2020-07-16,586845,16.39,180,Education Loan,8779,CLOSED
LN00339,CUST01760,2020-03-20,757101,9.56,24,Personal Loan,34782,ACTIVE
LN00340,CUST04858,2020-09-30,268005,11.11,60,Home Loan,5841,DEFAULT
LN00341,CUST07919,2023-08-15,123558,17.21,36,Auto Loan,4418,ACTIVE
LN00342,CUST06261,2020-05-07,1841220,18.21,24,Home Loan,92108,CLOSED
LN00343,CUST05177,2024-07-16,626637,9.4,240,Auto Loan,5800,ACTIVE
LN00344,CUST08366,2020-06-05,1523159,15.75,24,Education Loan,74396,ACTIVE
LN00345,CUST08084,2020-09-22,1671093,9.04,240,Business Loan,15078,CLOSED
LN00346,CUST01732,2023-12-02,155014,11.93,12,Education Loan,13767,DELINQUENT
LN00347,CUST03147,2022-01-15,2602454,12.85,60,Business Loan,59014,ACTIVE
LN00348,CUST03998,2022-09-04,263482,11.66,180,Home Loan,3104,ACTIVE
LN00349,CUST00502,2023-02-23,300311,9.06,12,Home Loan,26270,ACTIVE
LN00350,CUST05678,2020-02-04,284253,16.8,240,Auto Loan,4126,ACTIVE
LN00351,CUST03824,2023-12-10,719151,17.96,12,Business Loan,65918,DELINQUENT
LN00352,CUST05863,2021-12-11,272308,14.35,180,Home Loan,3690,ACTIVE
LN00353,CUST01245,2020-12-25,50453,14.16,240,Education Loan,633,ACTIVE
LN00354,CUST02811,2021-11-26,349584,10.9,12,Auto Loan,30880,CLOSED
LN00355,CUST01540,2020-05-12,54738,15.86,48,Auto Loan,1547,CLOSED
LN00356,CUST04108,2020-01-11,2552764,8.53,60,Business Loan,52410,DEFAULT
LN00357,CUST00442,2021-04-22,1130515,11.79,24,Home Loan,53106,ACTIVE
LN00358,CUST00963,2021-05-09,130974,9.27,180,Personal Loan,1349,DELINQUENT
LN00359,CUST09923,2021-04-30,297985,15.89,36,Home Loan,10460,DEFAULT
LN00360,CUST00100,2020-05-14,235988,11.29,180,Home Loan,2725,DELINQUENT
LN00361,CUST08000,2023-02-03,244962,13.13,120,Personal Loan,3676,ACTIVE
LN00362,CUST09034,2022-07-18,2512157,13.85,240,Personal Loan,30965,CLOSED
LN00363,CUST02558,2020-11-11,2249862,13.4,48,Personal Loan,60805,ACTIVE
LN00364,CUST07160,2021-08-09,2978977,13.0,24,Home Loan,141625,ACTIVE
LN00365,CUST03074,2020-12-30,245842,16.57,36,Personal Loan,8712,ACTIVE
LN00366,CUST08901,2024-11-25,1306193,18.33,60,Business Loan,33403,ACTIVE
LN00367,CUST02283,2023-12-08,400477,15.47,12,Education Loan,36235,CLOSED
LN00368,CUST02990,2023-03-09,299230,10.36,240,Personal Loan,2959,CLOSED
LN00369,CUST01898,2024-04-03,2190243,14.89,120,Personal Loan,35188,DEFAULT
LN00370,CUST01497,2021-11-27,594708,13.0,180,Home Loan,7524,ACTIVE
LN00371,CUST04508,2022-07-24,2689945,14.8,120,Business Loan,43069,ACTIVE
LN00372,CUST03439,2021-11-10,1881973,13.5,60,Home Loan,43303,ACTIVE
LN00373,CUST08681,2024-06-11,2864047,10.51,12,Personal Loan,252475,ACTIVE
LN00374,CUST05555,2020-04-25,2704728,18.08,240,Education Loan,41908,ACTIVE
LN00375,CUST05120,2021-09-28,1497947,15.37,60,Education Loan,35927,ACTIVE
LN00376,CUST07223,2021-05-09,207251,18.06,48,Education Loan,6094,ACTIVE
LN00377,CUST04932,2021-10-14,571059,9.3,180,Education Loan,5894,DEFAULT
LN00378,CUST00524,2021-10-05,2871173,15.47,24,Auto Loan,139855,DELINQUENT
LN00379,CUST08094,2023-01-07,2963463,11.67,24,Personal Loan,139044,CLOSED
LN00380,CUST08784,2024-01-01,246008,12.76,36,Education Loan,8260,ACTIVE
LN00381,CUST09851,2023-08-30,600960,15.51,180,Education Loan,8621,ACTIVE
LN00382,CUST05442,2022-08-07,2676948,11.51,60,Home Loan,58886,ACTIVE
LN00383,CUST05450,2024-12-08,1639174,9.21,60,Auto Loan,34193,ACTIVE
LN00384,CUST01308,2022-10-18,157058,16.35,48,Personal Loan,4479,ACTIVE
LN00385,CUST08675,2022-10-16,1437861,16.79,24,Auto Loan,70946,ACTIVE
LN00386,CUST03644,2024-10-19,647292,9.4,24,Personal Loan,29690,ACTIVE
LN00387,CUST03183,2024-07-18,62546,9.34,120,Home Loan,803,ACTIVE
LN00388,CUST05703,2020-12-31,331473,14.74,180,Home Loan,4580,ACTIVE
LN00389,CUST04246,2022-07-14,2379917,15.21,180,Home Loan,33651,CLOSED
LN00390,CUST03398,2024-05-31,1993176,13.59,24,Personal Loan,95312,ACTIVE
LN00391,CUST02075,2020-08-23,535346,13.36,120,Personal Loan,8107,CLOSED
LN00392,CUST07643,2021-10-11,1819192,15.53,12,Home Loan,164652,CLOSED
LN00393,CUST02055,2024-04-06,255662,12.94,60,Auto Loan,5809,ACTIVE
LN00394,CUST09733,2020-05-15,527060,11.09,12,Business Loan,46604,CLOSED
LN00395,CUST04795,2024-12-13,95190,13.38,12,Auto Loan,8519,CLOSED
LN00396,CUST02930,2020-03-07,162626,12.54,24,Business Loan,7696,DELINQUENT
LN00397,CUST09457,2023-10-21,1325750,14.05,120,Home Loan,20624,DELINQUENT
LN00398,CUST07732,2023-10-12,68026,9.73,12,Personal Loan,5972,ACTIVE
LN00399,CUST06308,2020-02-10,1677667,16.62,180,Home Loan,25368,ACTIVE
LN00400,CUST05749,2021-05-26,168109,15.93,36,Business Loan,5904,ACTIVE
LN00401,CUST06428,2022-08-29,671065,13.97,48,Auto Loan,18327,ACTIVE
LN00402,CUST04305,2022-01-10,227329,11.62,120,Auto Loan,3211,ACTIVE
LN00403,CUST02898,2021-10-09,236291,10.77,12,Business Loan,20858,ACTIVE
LN00404,CUST01676,2024-01-01,289507,12.72,60,Personal Loan,6545,DEFAULT
LN00405,CUST06623,2021-07-26,492042,14.51,60,Education Loan,11579,ACTIVE
LN00406,CUST04756,2020-05-26,1099654,17.94,48,Personal Loan,32267,ACTIVE
LN00407,CUST07890,2022-11-16,762194,9.79,48,Home Loan,19254,ACTIVE
LN00408,CUST00959,2023-08-12,228633,16.58,36,Home Loan,8103,ACTIVE
LN00409,CUST05241,2024-09-15,1043700,16.63,120,Business Loan,17895,CLOSED
LN00410,CUST00213,2023-10-06,186888,15.41,24,Home Loan,9098,DELINQUENT
LN00411,CUST06134,2023-09-29,143205,15.51,60,Home Loan,3445,ACTIVE
LN00412,CUST05699,2021-11-03,2441295,10.65,24,Business Loan,113387,DELINQUENT
LN00413,CUST08940,2021-06-20,244216,16.05,48,Home Loan,6927,DEFAULT
LN00414,CUST04138,2022-11-27,484266,9.36,240,Education Loan,4469,ACTIVE
LN00415,CUST01490,2024-03-23,411721,11.44,120,Home Loan,5774,ACTIVE
LN00416,CUST08229,2023-04-29,361279,12.38,24,Personal Loan,17070,ACTIVE
LN00417,CUST05025,2020-01-03,197289,10.97,60,Home Loan,4286,ACTIVE
LN00418,CUST05549,2023-10-14,671588,10.89,36,Education Loan,21951,ACTIVE
LN00419,CUST02516,2023-05-10,727541,16.12,12,Auto Loan,66051,ACTIVE
LN00420,CUST06296,2023-09-26,168819,12.44,240,Home Loan,1910,DEFAULT
LN00421,CUST08969,2021-08-27,183251,11.03,24,Auto Loan,8543,ACTIVE
LN00422,CUST02874,2020-12-29,2295283,11.37,180,Education Loan,26623,ACTIVE
LN00423,CUST05991,2023-08-31,245349,10.83,240,Personal Loan,2504,DELINQUENT
LN00424,CUST06071,2021-05-03,2664410,13.07,240,Business Loan,31348,ACTIVE
LN00425,CUST00564,2024-08-26,185473,16.12,36,Auto Loan,6531,CLOSED
LN00426,CUST06779,2024-05-11,614800,14.63,180,Education Loan,8449,ACTIVE
LN00427,CUST09638,2023-08-17,776934,9.89,24,Auto Loan,35812,CLOSED
LN00428,CUST00215,2021-12-22,2449517,17.13,240,Education Loan,36171,ACTIVE
LN00429,CUST02181,2021-06-22,1781213,14.77,120,Auto Loan,28486,ACTIVE
LN00430,CUST02196,2024-09-24,126009,14.03,24,Personal Loan,6051,ACTIVE
LN00431,CUST02152,2024-01-21,1568326,13.01,120,Business Loan,23426,ACTIVE
LN00432,CUST03344,2023-03-26,648586,11.29,120,Personal Loan,9041,ACTIVE
LN00433,CUST03700,2023-08-09,1985462,18.01,36,Home Loan,71789,CLOSED
LN00434,CUST04038,2021-11-20,403590,17.81,240,Education Loan,6169,ACTIVE
LN00435,CUST05017,2022-11-05,63296,16.79,48,Business Loan,1819,ACTIVE
LN00436,CUST02569,2023-08-02,1233208,14.92,240,Home Loan,16165,ACTIVE
LN00437,CUST00751,2021-11-04,1458653,12.09,240,Education Loan,16152,CLOSED
LN00438,CUST04976,2022-10-08,1495507,15.08,48,Education Loan,41681,CLOSED
LN00439,CUST09635,2020-04-16,2267305,13.89,24,Business Loan,108742,ACTIVE
LN00440,CUST03861,2022-12-29,487963,10.86,120,Home Loan,6683,ACTIVE
LN00441,CUST03770,2023-12-16,760345,12.09,180,Auto Loan,9169,ACTIVE
LN00442,CUST05495,2024-06-04,2659396,9.26,12,Education Loan,232888,ACTIVE
LN00443,CUST00252,2020-11-01,391656,14.59,60,Home Loan,9233,CLOSED
LN00444,CUST03295,2020-12-31,698127,15.99,36,Home Loan,24540,ACTIVE
LN00445,CUST06268,2023-11-03,2295104,11.91,60,Business Loan,50949,DELINQUENT
LN00446,CUST06095,2020-05-12,975887,15.37,48,Business Loan,27343,ACTIVE
LN00447,CUST01268,2021-09-07,2883636,9.17,120,Business Loan,36794,ACTIVE
LN00448,CUST08107,2022-11-30,480151,13.43,60,Education Loan,11030,ACTIVE
LN00449,CUST09781,2021-10-06,319654,9.91,240,Home Loan,3065,ACTIVE
LN00450,CUST02246,2021-03-02,107623,10.54,12,Education Loan,9488,ACTIVE
LN00451,CUST00841,2022-09-19,2626245,12.48,60,Personal Loan,59058,CLOSED
LN00452,CUST06081,2023-11-26,278688,9.04,48,Personal Loan,6940,DELINQUENT
LN00453,CUST06021,2022-04-21,275944,11.39,48,Business Loan,7184,ACTIVE
LN00454,CUST00465,2021-02-01,211129,11.68,48,Education Loan,5526,ACTIVE
LN00455,CUST00641,2021-05-18,1535702,12.35,120,Business Loan,22344,CLOSED
LN00456,CUST05617,2021-04-24,270481,17.93,48,Business Loan,7935,ACTIVE
LN00457,CUST04772,2024-09-16,306703,9.63,24,Auto Loan,14100,ACTIVE
LN00458,CUST05648,2021-04-06,148492,12.71,120,Auto Loan,2191,ACTIVE
LN00459,CUST05389,2024-02-02,398305,9.39,240,Personal Loan,3684,DELINQUENT
LN00460,CUST03441,2021-03-31,2970786,15.26,240,Education Loan,39690,ACTIVE
LN00461,CUST04007,2022-09-01,265996,12.37,120,Personal Loan,3873,ACTIVE
LN00462,CUST09720,2021-10-11,577459,10.8,240,Personal Loan,5882,ACTIVE
LN00463,CUST03895,2023-07-06,60758,14.92,24,Business Loan,2943,ACTIVE
LN00464,CUST04570,2021-01-12,1896648,17.69,36,Business Loan,68273,ACTIVE
LN00465,CUST06847,2023-01-20,1639755,9.23,48,Home Loan,40984,CLOSED
LN00466,CUST01329,2022-06-28,61234,11.29,240,Business Loan,644,CLOSED
LN00467,CUST03862,2022-12-06,143906,14.38,240,Education Loan,1829,ACTIVE
LN00468,CUST05547,2021-02-22,113593,16.06,180,Business Loan,1673,CLOSED
LN00469,CUST08067,2021-12-01,2588951,18.25,180,Auto Loan,42159,ACTIVE
LN00470,CUST08368,2023-04-14,604715,8.54,180,Education Loan,5969,DELINQUENT
LN00471,CUST00898,2020-11-01,145634,11.64,48,Home Loan,3809,ACTIVE
LN00472,CUST00382,2023-12-24,199488,10.65,240,Education Loan,2011,ACTIVE
LN00473,CUST02522,2022-04-27,2557385,17.05,12,Home Loan,233306,ACTIVE
LN00474,CUST01166,2023-12-24,231530,17.74,60,Personal Loan,5846,CLOSED
LN00475,CUST01482,2024-08-20,2645865,9.05,24,Home Loan,120936,ACTIVE
LN00476,CUST04619,2020-12-10,604319,15.61,60,Personal Loan,14570,ACTIVE
LN00477,CUST07737,2024-02-04,94911,9.5,12,Education Loan,8322,DELINQUENT
LN00478,CUST08332,2020-02-04,147174,15.06,36,Personal Loan,5106,DELINQUENT
LN00479,CUST07822,2021-12-30,2123174,12.56,36,Home Loan,71088,ACTIVE
LN00480,CUST00158,2024-03-30,2229984,12.95,180,Personal Loan,28141,ACTIVE
LN00481,CUST05090,2023-12-21,884068,12.49,24,Home Loan,41818,ACTIVE
LN00482,CUST09021,2022-01-20,335882,13.55,60,Education Loan,7737,ACTIVE
LN00483,CUST04189,2020-12-21,191154,12.96,36,Business Loan,6437,ACTIVE
LN00484,CUST01038,2021-06-01,2768167,12.77,240,Business Loan,31978,ACTIVE
LN00485,CUST04045,2023-03-22,340254,16.02,180,Education Loan,5002,ACTIVE
LN00486,CUST02807,2021-10-30,137826,15.38,60,Auto Loan,3306,DELINQUENT
LN00487,CUST05274,2024-07-10,69918,14.87,48,Business Loan,1941,ACTIVE
LN00488,CUST09526,2022-02-10,365927,8.55,36,Education Loan,11559,ACTIVE
LN00489,CUST04666,2023-06-28,649141,12.67,240,Business Loan,7453,ACTIVE
LN00490,CUST00951,2022-09-25,526617,11.86,180,Education Loan,6272,DEFAULT
LN00491,CUST08222,2024-09-24,222523,12.12,240,Education Loan,2468,DEFAULT
LN00492,CUST07257,2021-07-26,2853336,13.6,12,Education Loan,255656,DELINQUENT
LN00493,CUST06404,2023-01-30,720514,11.3,24,Home Loan,33682,ACTIVE
LN00494,CUST01876,2022-05-21,690003,14.31,24,Auto Loan,33230,ACTIVE
LN00495,CUST04385,2024-11-28,1228177,11.58,48,Auto Loan,32089,CLOSED
LN00496,CUST03083,2023-12-03,233206,9.1,24,Education Loan,10664,ACTIVE
LN00497,CUST00398,2020-10-05,336436,17.05,12,Personal Loan,30692,CLOSED
LN00498,CUST00129,2022-03-04,2811583,15.76,180,Education Loan,40824,CLOSED
LN00499,CUST01294,2021-03-12,529754,18.43,60,Auto Loan,13576,CLOSED
LN00500,CUST00485,2022-12-08,528288,9.98,24,Personal Loan,24372,ACTIVE
LN00501,CUST02535,2024-12-14,90602,16.81,120,Business Loan,1563,ACTIVE
LN00502,CUST04366,2021-01-10,182901,12.17,180,Home Loan,2215,ACTIVE
LN00503,CUST01241,2023-06-05,2279254,18.33,60,Business Loan,58288,CLOSED
LN00504,CUST05357,2021-10-26,609551,15.66,48,Business Loan,17168,ACTIVE
LN00505,CUST01388,2020-04-05,1449913,17.66,240,Business Loan,21998,DELINQUENT
LN00506,CUST03971,2024-01-14,1830553,13.97,12,Education Loan,164334,ACTIVE
LN00507,CUST07429,2022-01-20,350384,13.89,60,Education Loan,8132,ACTIVE
LN00508,CUST02732,2024-05-14,1835621,15.75,60,Personal Loan,44395,CLOSED
LN00509,CUST01152,2022-06-17,2182989,12.26,180,Business Loan,26565,ACTIVE
LN00510,CUST03824,2024-01-31,344722,17.89,36,Education Loan,12443,CLOSED
LN00511,CUST03613,2022-02-07,88256,10.95,36,Auto Loan,2887,ACTIVE
LN00512,CUST06246,2023-11-21,273896,11.64,240,Personal Loan,2947,ACTIVE
LN00513,CUST05936,2024-02-25,1345931,10.16,60,Auto Loan,28703,ACTIVE
LN00514,CUST01720,2022-03-19,97267,16.56,240,Business Loan,1394,CLOSED
LN00515,CUST06725,2021-11-24,679829,9.61,60,Business Loan,14314,ACTIVE
LN00516,CUST07867,2021-04-03,419464,16.87,180,Home Loan,6416,CLOSED
LN00517,CUST03300,2023-05-19,523752,12.57,48,Personal Loan,13939,CLOSED
LN00518,CUST01278,2022-05-02,1882805,9.5,240,Auto Loan,17550,ACTIVE
LN00519,CUST09907,2020-02-03,971457,12.22,180,Auto Loan,11796,ACTIVE
LN00520,CUST09787,2020-03-31,1934462,17.74,240,Personal Loan,29468,ACTIVE
LN00521,CUST06763,2021-07-09,439414,12.88,36,Education Loan,14780,DELINQUENT
LN00522,CUST02929,2022-11-16,567327,9.15,48,Personal Loan,14158,ACTIVE
LN00523,CUST04452,2021-10-15,2822167,18.05,240,Auto Loan,43663,ACTIVE
LN00524,CUST06328,2023-04-24,1119420,18.24,12,Personal Loan,102756,ACTIVE
LN00525,CUST01061,2022-07-14,1186654,12.87,48,Home Loan,31758,CLOSED
LN00526,CUST06750,2022-02-04,2469911,15.78,60,Personal Loan,59775,ACTIVE
LN00527,CUST00464,2024-06-05,119906,15.01,12,Personal Loan,10823,ACTIVE
LN00528,CUST02705,2022-09-24,66248,11.26,48,Business Loan,1720,ACTIVE
LN00529,CUST02288,2022-02-17,697940,17.84,36,Personal Loan,25176,ACTIVE
LN00530,CUST00178,2022-06-29,547057,14.15,24,Business Loan,26304,ACTIVE
LN00531,CUST08840,2022-04-12,208571,10.38,120,Business Loan,2800,ACTIVE
LN00532,CUST05518,2020-10-23,762326,10.94,240,Education Loan,7837,ACTIVE
LN00533,CUST07355,2023-10-06,2964774,10.23,36,Business Loan,95985,ACTIVE
LN00534,CUST06346,2021-10-24,61215,16.13,48,Business Loan,1738,ACTIVE
LN00535,CUST07080,2024-06-02,2716459,11.07,60,Auto Loan,59157,DELINQUENT
LN00536,CUST00001,2021-01-16,733904,18.34,12,Auto Loan,67403,ACTIVE
LN00537,CUST08853,2022-01-22,262169,14.74,36,Home Loan,9054,ACTIVE
LN00538,CUST04064,2024-03-03,2659640,14.73,180,Home Loan,36733,CLOSED
LN00539,CUST02974,2022-05-18,459026,12.62,120,Business Loan,6751,CLOSED
LN00540,CUST02041,2021-05-12,781774,12.72,12,Education Loan,69723,ACTIVE
LN00541,CUST04617,2020-03-04,1431296,14.76,60,Personal Loan,33870,ACTIVE
LN00542,CUST04210,2023-06-08,387376,10.04,180,Home Loan,4172,ACTIVE
LN00543,CUST09025,2020-11-14,263799,12.97,48,Business Loan,7073,ACTIVE
LN00544,CUST01605,2024-10-11,1103065,15.18,36,Business Loan,38335,DELINQUENT
LN00545,CUST00556,2024-12-27,2066286,15.92,24,Home Loan,101092,ACTIVE
LN00546,CUST06949,2020-03-27,181844,12.78,60,Business Loan,4117,ACTIVE
LN00547,CUST09938,2021-09-09,213598,8.73,12,Home Loan,18652,ACTIVE
LN00548,CUST04694,2022-12-22,426903,14.71,60,Business Loan,10091,ACTIVE
LN00549,CUST06404,2022-11-22,2939295,16.68,240,Home Loan,42399,DELINQUENT
LN00550,CUST09206,2022-05-25,337589,13.64,180,Personal Loan,4414,ACTIVE
LN00551,CUST09164,2020-02-15,76544,15.78,60,Business Loan,1852,CLOSED
LN00552,CUST04687,2020-03-31,381553,9.61,12,Education Loan,33475,ACTIVE
LN00553,CUST09056,2022-12-04,185613,17.96,180,Auto Loan,2983,ACTIVE
LN00554,CUST05922,2020-01-07,589627,15.1,240,Business Loan,7807,CLOSED
LN00555,CUST01872,2023-12-22,275909,16.15,24,Education Loan,13529,ACTIVE
LN00556,CUST09060,2022-05-21,763547,16.13,180,Personal Loan,11283,CLOSED
LN00557,CUST06844,2020-01-24,204134,12.12,120,Auto Loan,2942,ACTIVE
LN00558,CUST04317,2020-11-13,119584,16.16,36,Home Loan,4213,DELINQUENT
LN00559,CUST08193,2024-07-17,900861,17.15,36,Home Loan,32185,ACTIVE
LN00560,CUST08474,2023-07-30,118350,15.96,48,Home Loan,3351,CLOSED
LN00561,CUST00113,2020-05-16,60511,18.23,120,Education Loan,1099,CLOSED
LN00562,CUST07569,2022-05-16,649655,15.02,120,Education Loan,10489,DELINQUENT
LN00563,CUST07537,2023-06-27,1160623,12.87,240,Auto Loan,13490,ACTIVE
LN00564,CUST05309,2021-09-14,717874,16.88,48,Auto Loan,20669,ACTIVE
LN00565,CUST06309,2023-01-30,385388,15.47,180,Home Loan,5518,ACTIVE
LN00566,CUST06191,2022-01-18,657488,16.11,24,Business Loan,32227,CLOSED
LN00567,CUST09176,2023-12-12,595658,14.34,180,Auto Loan,8069,ACTIVE
LN00568,CUST01727,2021-08-14,297177,16.66,180,Education Loan,4502,ACTIVE
LN00569,CUST03503,2023-01-03,79267,9.52,48,Home Loan,1992,ACTIVE
LN00570,CUST03736,2021-01-02,2327688,9.96,120,Business Loan,30709,ACTIVE
LN00571,CUST08056,2020-09-16,1671430,9.54,120,Home Loan,21664,ACTIVE
LN00572,CUST05146,2023-10-08,87825,14.25,48,Home Loan,2410,CLOSED
LN00573,CUST06986,2022-02-11,1017319,15.99,24,Education Loan,49806,CLOSED
LN00574,CUST05238,2023-07-11,490476,17.6,180,Home Loan,7757,ACTIVE
LN00575,CUST09822,2024-06-27,297651,8.66,120,Home Loan,3715,CLOSED
LN00576,CUST08358,2023-10-02,112474,14.14,24,Education Loan,5407,CLOSED
LN00577,CUST01405,2021-10-21,235200,10.97,240,Home Loan,2422,DELINQUENT
LN00578,CUST06836,2023-01-16,155362,17.93,240,Education Loan,2389,ACTIVE
LN00579,CUST04036,2020-12-25,88482,14.08,24,Personal Loan,4251,CLOSED
LN00580,CUST05211,2024-05-23,452419,15.9,48,Home Loan,12798,ACTIVE
LN00581,CUST05251,2024-11-24,510360,8.64,12,Business Loan,44546,ACTIVE
LN00582,CUST00959,2021-05-18,1607854,12.08,12,Home Loan,142916,ACTIVE
LN00583,CUST07310,2024-10-31,147723,16.27,12,Home Loan,13421,ACTIVE
LN00584,CUST08206,2023-12-04,856469,17.67,120,Business Loan,15250,ACTIVE
LN00585,CUST01777,2024-07-25,229291,9.05,60,Auto Loan,4765,CLOSED
LN00586,CUST02091,2024-04-16,446605,10.69,180,Business Loan,4989,ACTIVE
LN00587,CUST00140,2023-07-15,2885557,15.27,24,Business Loan,140281,ACTIVE
LN00588,CUST06181,2024-12-04,107428,16.91,240,Education Loan,1568,ACTIVE
LN00589,CUST01095,2020-06-22,710617,14.54,180,Auto Loan,9722,ACTIVE
LN00590,CUST02312,2023-08-02,1600606,17.53,120,Education Loan,28358,DELINQUENT
LN00591,CUST08599,2024-04-29,900048,16.61,24,Education Loan,44331,ACTIVE
LN00592,CUST01115,2023-12-17,201540,12.15,24,Home Loan,9501,ACTIVE
LN00593,CUST07163,2024-02-24,428555,16.46,240,Personal Loan,6110,CLOSED
LN00594,CUST09255,2022-03-06,218332,15.9,12,Education Loan,19799,CLOSED
LN00595,CUST01340,2022-06-18,2893527,8.8,180,Education Loan,29004,CLOSED
LN00596,CUST02182,2024-03-28,206543,16.61,180,Home Loan,3121,ACTIVE
LN00597,CUST09546,2024-06-05,299322,11.97,120,Education Loan,4289,CLOSED
LN00598,CUST05196,2024-04-20,1206305,16.9,180,Business Loan,18479,CLOSED
LN00599,CUST08948,2020-12-06,614467,9.38,48,Personal Loan,15402,ACTIVE
LN00600,CUST07004,2022-12-18,623974,17.98,180,Education Loan,10039,DELINQUENT
LN00601,CUST02311,2024-05-15,260117,13.73,12,Auto Loan,23322,ACTIVE
LN00602,CUST05791,2021-04-12,627037,8.66,180,Education Loan,6233,DEFAULT
LN00603,CUST05906,2022-06-10,499024,8.8,120,Business Loan,6267,ACTIVE
LN00604,CUST05052,2021-06-29,1884347,12.68,180,Education Loan,23446,ACTIVE
LN00605,CUST09808,2021-04-03,1731375,14.99,36,Auto Loan,60010,ACTIVE
LN00606,CUST03700,2021-11-15,613246,14.48,36,Business Loan,21102,ACTIVE
LN00607,CUST03181,2023-09-08,1651671,16.58,36,Personal Loan,58541,ACTIVE
LN00608,CUST02166,2020-01-28,633797,12.36,36,Home Loan,21160,ACTIVE
LN00609,CUST08174,2022-08-29,145012,10.96,24,Personal Loan,6756,ACTIVE
LN00610,CUST03535,2023-05-08,918975,17.91,240,Personal Loan,14119,CLOSED
LN00611,CUST08051,2020-08-16,68373,17.3,120,Home Loan,1201,ACTIVE
LN00612,CUST02051,2024-05-02,141573,18.06,240,Personal Loan,2191,ACTIVE
LN00613,CUST04056,2022-07-21,202615,9.01,60,Personal Loan,4206,CLOSED
LN00614,CUST07440,2024-06-08,526963,16.34,240,Auto Loan,7466,CLOSED
LN00615,CUST02521,2023-11-27,1495564,11.45,24,Home Loan,70017,ACTIVE
LN00616,CUST00806,2022-07-26,133425,17.4,36,Education Loan,4783,ACTIVE
LN00617,CUST03184,2021-08-13,443995,10.64,24,Auto Loan,20619,ACTIVE
LN00618,CUST00931,2022-09-06,152529,17.31,12,Education Loan,13933,ACTIVE
LN00619,CUST06145,2023-04-18,240479,18.11,180,Personal Loan,3891,ACTIVE
LN00620,CUST09430,2024-10-19,433821,8.92,48,Auto Loan,10779,CLOSED
LN00621,CUST01452,2021-06-24,105806,15.02,24,Personal Loan,5131,ACTIVE
LN00622,CUST06483,2022-08-07,2654910,9.94,36,Business Loan,85591,ACTIVE
LN00623,CUST01291,2024-02-29,1355193,9.63,180,Education Loan,14257,ACTIVE
LN00624,CUST04147,2020-06-30,219103,11.18,240,Education Loan,2288,ACTIVE
LN00625,CUST01609,2021-08-09,134188,10.09,12,Home Loan,11802,ACTIVE
LN00626,CUST01360,2021-05-30,322050,12.22,48,Education Loan,8515,CLOSED
LN00627,CUST09420,2024-10-11,2752738,17.3,24,Business Loan,136498,CLOSED
LN00628,CUST09495,2023-04-08,79263,17.42,60,Business Loan,1987,ACTIVE
LN00629,CUST09969,2024-09-11,548026,14.53,48,Personal Loan,15121,CLOSED
LN00630,CUST01350,2020-04-23,2627618,11.27,24,Education Loan,122797,DELINQUENT
